model_number,model_type,precision,precision_std,recall,recall_std,roc_auc,roc_auc_std,accuracy,accuracy_std,f1,f1_std
model_2a,logistic_reg,0.681849834265204,0.004375631540612489,0.690649762282092,0.0029101436275468747,0.7289878406238166,0.003974493543301192,0.6667224080267559,0.004154433146984716,0.6862113508435226,0.0035332062238935735
model_2a,binary_tree,0.6853639331856303,0.006083436963030346,0.7320126782884311,0.013051942339423212,0.7371746630576553,0.0037661740622442095,0.6808528428093645,0.004293785587213625,0.7074235053904043,0.005148942886556739
model_2a,xgboost,0.7217391458564872,0.0058729072156574755,0.7204437400950872,0.004042913159155207,0.7823146291179894,0.004100392215408281,0.7058528428093646,0.00505227092997504,0.7210456284863778,0.004329136086614411
model_2a,rf,0.7089766842496865,0.00454314285863706,0.7608557844690967,0.005003508655637684,0.7828549990883975,0.0041213755411008135,0.7089464882943144,0.004007102116598505,0.7339296986114386,0.0034782315383661893
