feature,median_importance,q1,q3,iqr
state_Western Australia,0.1797676,0.16559825465083122,0.1927846074104309,0.027186352759599686
state_Queensland,0.10710792,0.09881236962974072,0.11482416838407516,0.01601179875433445
protective_behaviour_nomask_scale,0.081076264,0.07828879542648792,0.08531046472489834,0.007021669298410416
state_Victoria,0.07986372,0.07561571151018143,0.08587409183382988,0.010258380323648453
state_New South Wales,0.07418868,0.06816664151847363,0.08133289776742458,0.013166256248950958
state_South Australia,0.041943822,0.03822018578648567,0.04573094751685858,0.007510761730372906
state_Tasmania,0.039867274,0.037196856923401356,0.04290035739541054,0.005703500472009182
week_number,0.027564738,0.02621271787211299,0.0284478897228837,0.002235171850770712
i11_health_Very willing,0.024336249,0.023461811244487762,0.0257622878998518,0.0023004766553640366
i11_health_Very unwilling,0.013124721,0.012370731448754668,0.014062564121559262,0.001691832672804594
i9_health_Yes,0.011690119,0.01122435787692666,0.012249537976458669,0.0010251800995320082
state_Northern Territory,0.011388995,0.01037445175461471,0.01177259930409491,0.0013981475494801998
i9_health_Not sure,0.009004336,0.008609515381976962,0.00943071348592639,0.0008211981039494276
employment_status_Retired,0.008337016,0.00788631453178823,0.008772394619882107,0.0008860800880938768
WCRex2_No confidence at all,0.008254018,0.007951917825266719,0.008722502738237381,0.0007705849129706621
WCRex2_A lot of confidence,0.008222035,0.007986776530742645,0.008422384271398187,0.0004356077406555414
r1_1,0.008203499,0.007824030704796314,0.00844916538335383,0.0006251346785575151
r1_2,0.0077358894,0.007487045950256288,0.007998046465218067,0.0005110005149617791
WCRex1_Very well,0.007671411,0.007376208435744047,0.00804742518812418,0.0006712167523801327
age,0.0075132092,0.007312571513466537,0.007634810172021389,0.000322238658554852
employment_status_Not working,0.0074681942,0.0072505580028519034,0.0078398073092103,0.000589249306358397
WCRex1_Very badly,0.0074215084,0.007134976796805859,0.007819085381925106,0.0006841085851192474
PHQ4_1_Prefer not to say,0.0073201424,0.006617142702452838,0.008466699160635471,0.001849556458182633
PHQ4_4_N/A,0.0071161143,0.006587095558643341,0.007656437228433788,0.0010693416697904468
PHQ4_2_Prefer not to say,0.007111619,0.006395665346644819,0.00783837353810668,0.0014427081914618611
d1_comorbidities_Prefer_not_to_say,0.0070399735,0.006752584828063846,0.007555663003586233,0.000803078175522387
i11_health_Somewhat willing,0.0070393085,0.006767514511011541,0.007235714117996395,0.00046819960698485374
household_size,0.006926086,0.006745432736352086,0.007027220795862377,0.0002817880595102906
i2_health,0.006884797,0.006729823420755565,0.007043526158668101,0.00031370273791253567
PHQ4_4_Prefer not to say,0.0067336867,0.006152795976959169,0.007556420634500682,0.0014036246575415134
cantril_ladder,0.0066931983,0.006527843652293086,0.006911616888828576,0.00038377323653548956
employment_status_Unemployed,0.0065838406,0.006417242810130119,0.006750330212526023,0.00033308740239590406
WCRex2_Don't know,0.006534008,0.006202194141224027,0.0069545762380585074,0.0007523820968344808
PHQ4_3_N/A,0.0065129553,0.006003987859003246,0.006904992158524692,0.0009010042995214462
PHQ4_1_Nearly every day,0.0064283935,0.006108645582571626,0.006728854263201356,0.0006202086806297302
WCRex2_Not very much confidence,0.006409378,0.006193784065544605,0.006645038025453687,0.00045125395990908146
i11_health_Somewhat unwilling,0.0064045074,0.006055434932932258,0.00687797088176012,0.0008225359488278627
PHQ4_4_Not at all,0.006354425,0.006166408071294427,0.006500000017695129,0.000333591946400702
WCRex1_Somewhat badly,0.00633597,0.006183042307384312,0.006558035500347614,0.00037499319296330214
PHQ4_2_Not at all,0.006287163,0.00603922747541219,0.006523188087157905,0.00048396061174571514
d1_comorbidities_No,0.0061961506,0.005980274872854352,0.006379805505275726,0.0003995306324213743
PHQ4_2_Nearly every day,0.0061893133,0.005954478518106043,0.006378458463586867,0.0004239799454808235
PHQ4_3_Not at all,0.006175181,0.005946971941739321,0.006399361998774111,0.0004523900570347905
d1_comorbidities_Yes,0.0060901004,0.005888945073820651,0.006345397443510592,0.0004564523696899414
employment_status_Part time employment,0.0060171266,0.005771069787442684,0.00611150567419827,0.00034043588675558567
PHQ4_1_Not at all,0.0059373416,0.005754556506872177,0.006154059083200991,0.00039950257632881403
gender_Male,0.0059211715,0.005805636523291469,0.006129960413090885,0.00032432388979941607
PHQ4_3_Prefer not to say,0.005905519,0.004953730967827141,0.0067292050225660205,0.0017754740547388792
PHQ4_2_N/A,0.0058865123,0.00561510631814599,0.006158050149679184,0.0005429438315331936
PHQ4_3_Nearly every day,0.005782685,0.005519130150787532,0.006110360962338746,0.0005912308115512133
PHQ4_4_Nearly every day,0.0057172915,0.005567330401390791,0.005967633565887809,0.00040030316449701786
WCRex1_Somewhat well,0.0057005445,0.005526300054043531,0.00592464511282742,0.0003983450587838888
PHQ4_2_Several days,0.005584021,0.005396055639721453,0.005727562704123557,0.0003315070644021034
PHQ4_4_Several days,0.0054419776,0.005244929809123278,0.005634997505694628,0.0003900676965713501
PHQ4_1_N/A,0.0054327752,0.005204983754083514,0.005805926397442818,0.0006009426433593035
PHQ4_3_Several days,0.00533651,0.0051682268967852,0.005545230582356453,0.0003770036855712533
PHQ4_1_Several days,0.0052166367,0.0050748701905831695,0.005424036295153201,0.00034916610457003117
i11_health_Not sure,0.005099666,0.004699788405559957,0.0054511115886271,0.000751323183067143
