run_id,seed,i2_health,age,household_size,cantril_ladder,r1_1,r1_2,week_number,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
1,20240627,0.11524491487337887,0.07522586904770973,0.03816539544800981,0.04747256775076786,0.08327876489972998,0.045269013051567684,0.11022400211013689,0.023645609099428692,0.0005144278573662096,0.024371489135206776,0.005960669639940227,0.0022702165858466492,0.023748361188555868,0.038440357478589045,0.015549859202095062,0.013016764585391713,0.02331519034918791,0.008943151902310278,0.01305434100796196,0.009760123278450734,0.008270997152101035,0.001917095212603694,0.0037089206669085888,0.010092710718023083,0.005397701553091581,0.03480739945593802,0.010417960568503307,0.012953558218598966,0.009129956224987619,0.010247977505195531,0.011296671787593611,0.0045743461863966,0.006607882232348196,0.011021520253390971,0.0034481314692684593,0.0063430043467706644,0.00960934376584749,0.0013647661293529991,0.009721660430834419,0.0038194966680307535,0.005411803271462451,0.008849485307979531,0.0012903907114340688,0.009174231947102,0.00361609131839987,0.006044938941776106,0.008778686451954554,0.0013028898813375277,0.01007986380344563,0.0035268081065446743,0.00586413239015186,0.009071017079806669,0.001404710947396719,0.009166914233293695,0.010688082732533933,0.002466029922073466,0.011041733915889746
2,20240628,0.11598930017039252,0.07436252588850907,0.038447297366571355,0.047228263620297695,0.08261145108769098,0.04502165501912437,0.11122482328224075,0.02446627087372548,0.0005203231771756735,0.02472103540063218,0.005671809523995857,0.002391408391166193,0.02033247834633627,0.03944689672241133,0.015440716749466928,0.013467661962661703,0.023694646300046824,0.0087410891788046,0.013276343158435198,0.009754603004035635,0.008709754487222155,0.0019228403213772851,0.0037694455163006387,0.009763380943065919,0.0049483029979742205,0.03470263479916847,0.010523408712713775,0.012938075794929971,0.00932691611891391,0.010392099344973238,0.011538408714716416,0.004729684930858704,0.006547892928262879,0.010666867392309307,0.003620651884255832,0.006458255189262689,0.009153206258525318,0.001364369141840287,0.009830982000766169,0.0037673938529205263,0.005351836150372034,0.008731521173643782,0.0012598373643870472,0.009528525373278302,0.00396649582336606,0.005970658185544848,0.008754770008345934,0.001536024968071893,0.01016250112600099,0.003800326734326805,0.005669454480170982,0.009217487673299178,0.0014454960672935539,0.009352363135301767,0.010593205669258103,0.0023798187025921595,0.01079450681066822
3,20240629,0.1161315625660358,0.07524184285074333,0.038282537320252955,0.04740156190414737,0.08238346209079234,0.04472886712482974,0.10929493332742107,0.023675393959063977,0.0004424531495174904,0.024894149183825636,0.005792611843471769,0.0022508871500638785,0.023308567727519873,0.03783639151542285,0.01570166479836037,0.012149001093661693,0.023972623356534613,0.008657055590804272,0.013526978899156966,0.009939032552746781,0.00864164942805715,0.0021341650671425623,0.00380969647268304,0.010024347585363174,0.005460747304329561,0.03360671312186232,0.010675968560123664,0.01303001031318727,0.009383858361830146,0.01068508243679081,0.011585995540805775,0.004430412188923898,0.006790215001017632,0.011105561392585872,0.0037319138795347735,0.006316495870516604,0.009485767722778414,0.0013326375781313204,0.009971879940189596,0.003818204365977344,0.0054034220333095935,0.008848526736554976,0.0012659946726870058,0.009307689276297035,0.0036429742274896398,0.00589036709770827,0.008931838946029102,0.0012657036581489557,0.010321164936372126,0.003784183100321713,0.005759916654235801,0.009239045620639319,0.0012814186224570177,0.009381546380103602,0.010784804578809029,0.0024318164872947725,0.010826686835338415
4,20240630,0.11576891034179614,0.07462009071532748,0.038014783852384,0.047737167444495694,0.08517923291726967,0.04503237929069675,0.10901368564340687,0.02547648963807417,0.0005885005375168308,0.02280074729254964,0.0056391263768869855,0.002702426875191268,0.022050669089489747,0.03717048235607662,0.015708422517244754,0.013831740602242891,0.023510745625639633,0.008487107386436923,0.013057398372625076,0.009391326453740616,0.008675145387831847,0.0021695353602818675,0.003505761303108318,0.009854933224084808,0.005132954980713546,0.03445695325076155,0.010601261137503523,0.013126210668146693,0.009311406111891804,0.010248823132976656,0.011213250664038308,0.004674336220992594,0.006651040958764081,0.011091569342825118,0.0038564878416375314,0.0065170336816598355,0.009512122002927783,0.0012322537585538558,0.010046976603504844,0.0038667381885374467,0.005367066366282565,0.008966554042677145,0.001217509333346114,0.009486694978411734,0.003955794084750304,0.005761310323384641,0.008848928606810169,0.001301889056301485,0.010220467546355128,0.003883819803625668,0.005823542932702338,0.009304053524554969,0.0013238783099112999,0.00927751916244363,0.010384553876054213,0.0024575714787921027,0.010892619423762635
5,20240631,0.11365917788686364,0.07603750093990583,0.03867599519353919,0.04771123204959821,0.08251804863338723,0.04523721882158377,0.10908920316371107,0.023494219529866096,0.0004999940915451798,0.02473281745836183,0.005893050035066608,0.0018380201901433873,0.023565004543516257,0.0358742700063196,0.015788613263833965,0.013963273193768036,0.02407439917272255,0.00873852872164316,0.013393728207041966,0.010016605035816376,0.008584420143794845,0.002287623504607928,0.0033170792963267155,0.010327859138278366,0.004918198415208297,0.03387805291285554,0.010476356511143162,0.012998875069697276,0.009437310031004736,0.010510140254503779,0.011638943289872368,0.004466627490788002,0.006867670003603059,0.010938356885157693,0.0036940822981710248,0.006400223748901232,0.009645226967752916,0.0013791908235633293,0.010013301008450886,0.003930769309136035,0.005453741077237662,0.009076724354651029,0.0014043855437817152,0.009385092309520457,0.0037772167678635296,0.005986318978305331,0.008945998027724812,0.0013523584496730734,0.010563050092852072,0.003719053208484715,0.005860613469326872,0.009193341407921394,0.0013991276648908616,0.00924828306697379,0.010831116716824213,0.0023196221698861146,0.010972749453031326
6,20240632,0.12065814437079224,0.07397071795347669,0.03840535925857671,0.047070940001350654,0.08154479633703098,0.045343919864125094,0.11172141994394663,0.023710066179206214,0.0006196135824531148,0.02453824584271765,0.005674957085483941,0.002314085268807044,0.022585936317281032,0.03733305871315702,0.015623441964312576,0.013035050588060364,0.02338061947906715,0.008695492039512562,0.013318871063327888,0.009506537648915916,0.008457918121729321,0.002198210930642698,0.00337797471400757,0.010164595122515527,0.004608639771733768,0.03302514901137546,0.01065164860320729,0.012756743579853437,0.009214743701569392,0.010128902227663756,0.011112357215153619,0.00478925902911724,0.006596138711997073,0.010796210957061438,0.0037662510644807883,0.006421057192771817,0.009393891149075104,0.001346362544929909,0.009713113781594429,0.003844746364797498,0.005579518475203639,0.008774996520064643,0.0014082019960541526,0.009481475036756669,0.003920126197517803,0.0060231641132484645,0.00891482136587181,0.001243870481886555,0.009944760773219277,0.00361183736478553,0.005770287348164781,0.009047355954692254,0.001532892171027114,0.009372635340596019,0.01046031024173547,0.002491258894560088,0.011007300427737152
7,20240633,0.11419605117281752,0.07439001593296991,0.03814734403261997,0.04797845897997374,0.08333968714764702,0.04547002546601154,0.10929892731309679,0.025976066553177052,0.0005207282388848375,0.024536583198204946,0.0058783763753851685,0.002503783454554407,0.023109544442670132,0.03839727251583727,0.015559784557860334,0.012296938377827093,0.023335847611147827,0.008759442534164115,0.013269298882940237,0.00974110527406674,0.008599022600305373,0.00201347623117825,0.004060094722580437,0.009739012342080059,0.005577647731191948,0.034490481298434725,0.01033961794994312,0.013004955661934834,0.009098721392898062,0.010270950254443566,0.010996271381649082,0.004495295940987939,0.006837816516214681,0.010829481453844854,0.0036763578952445676,0.006495816148629296,0.00927698442467521,0.0012119369890931713,0.009858410152564235,0.003938992702014116,0.005582075046269437,0.008798139803480874,0.0015618688420040406,0.009453445727733463,0.003550750123842658,0.005988309420604541,0.008890089881469785,0.0012705911247920126,0.010025871929978218,0.0036714632127718134,0.005820758511672476,0.009236715007546368,0.0014222269477863173,0.009321787351270656,0.010681664204246549,0.002385514404766019,0.010822102608000607
8,20240634,0.11366467129965668,0.0745391947497135,0.03832667861316197,0.04794681332334631,0.0848890261455656,0.04534721996056758,0.10817954040897564,0.024516545375399146,0.0006193807502243785,0.02463519625711587,0.006052093611572572,0.0022242593549930438,0.023762100394274534,0.03729156894342923,0.01572561024419631,0.012326296025521885,0.022960476194876903,0.00845567708400836,0.013088380093469588,0.009595946912206124,0.008590789362273941,0.002143286789625832,0.0034703121726095036,0.010112050794658475,0.00503974872306614,0.035679009905193376,0.010456642611350446,0.013081728889983824,0.009257800158028785,0.010411403266425022,0.011098032682829396,0.004435960431371074,0.006830449801697513,0.011136199585829345,0.003863416968801018,0.006538571844506218,0.009231875076968475,0.0013093208669078698,0.009800478461415355,0.003850944683647669,0.005600595333601537,0.00905820211061305,0.0013315510673481562,0.009463489626944875,0.0037363825749200112,0.0059353652556646055,0.008942061460256145,0.0015266501913813392,0.010066077035914906,0.0038877488859589172,0.005804072949685585,0.009073656784966577,0.0014531061305048487,0.00941659813476657,0.010653560508532106,0.002575026701735529,0.010991156427740715
9,20240635,0.11485857114326893,0.07455702747148883,0.03833417264872554,0.04740472697729976,0.07983593513470601,0.04534703149971389,0.11085430546467391,0.02579523276759903,0.0006999757226828191,0.024100272468838654,0.005873559726595722,0.0023224938985579365,0.021731724235217804,0.03695472267078793,0.015441708429333569,0.013779595393735104,0.024105598045339263,0.008500941513042941,0.013333799015326745,0.009843928746003011,0.008468165029637289,0.002228437995633217,0.0037599524071602382,0.01020195245373805,0.0051365691049602815,0.03672482491534756,0.010369477828229202,0.013245371013189634,0.009211541067102206,0.01039404744956025,0.011328553674686116,0.004679874388245781,0.006659520087527502,0.0109310864831758,0.0036973152535771108,0.006548194215072765,0.009503525958927143,0.0013667315995772853,0.009840576731190176,0.0038257500075767944,0.005532472866101299,0.008852932241294631,0.0014774503830797222,0.00948225032130789,0.003768468441121297,0.005807194629783373,0.008708025199331847,0.001363614898608384,0.010179446723470743,0.0036622567457228364,0.005748792866788808,0.009139593707843906,0.0015272651889964887,0.009284134286419214,0.010532042753477251,0.00227284635169743,0.010864421757903196
10,20240636,0.11518777845000056,0.07451630361441945,0.03863690232870771,0.047757395266483774,0.08229846073086357,0.044812539082019015,0.10981691826314516,0.02285307416887035,0.0005999086423450709,0.025595911328271808,0.0056312398661730444,0.002234655787583058,0.022953066063962458,0.040806706817479,0.015354043402448274,0.012757206728540624,0.02224558070259855,0.008615049080941191,0.013252347886499873,0.009629945547158042,0.00852977599089342,0.0020268220017844074,0.003975420567910572,0.010085170285301827,0.00552987286330445,0.03491893930633659,0.010338187664720144,0.013324993941208653,0.00941781331456357,0.010143011237467092,0.01161132570071779,0.004662794922778319,0.006622325070101096,0.01065296073623746,0.003708286924519451,0.006232531862724296,0.009358937182492052,0.0012761367013649147,0.00996446082912539,0.003917232885600561,0.0054979992071805235,0.008852232190669874,0.0013827822132501286,0.00933492915213367,0.003627970581952829,0.00598447205603076,0.008814622535617843,0.0014252424404106758,0.010155299191573746,0.0037443358300151457,0.005716983551037165,0.008954970681698125,0.0014694770944116628,0.009151398997788109,0.01077203979026713,0.0025057724707855784,0.010757438267514506
