feature,median_importance,q1,q3,iqr
i2_health,0.042526737,0.04190146271139383,0.04322804510593414,0.00132658239454031
r1_1,0.039549187,0.038689691573381424,0.04036756232380867,0.001677870750427246
state_New South Wales,0.033320006,0.03248150926083326,0.03425367549061775,0.0017721662297844887
i11_health_Very willing,0.025974665,0.024900211486965418,0.02701517380774021,0.0021149623207747936
state_Victoria,0.025399834,0.024491522926837206,0.026093644555658102,0.0016021216288208961
i9_health_Yes,0.024807889,0.02440213691443205,0.025669067166745663,0.001266930252313614
i9_health_Not sure,0.02410389,0.022873788606375456,0.02495712134987116,0.0020833327434957027
i11_health_Somewhat unwilling,0.022223223,0.02155857067555189,0.024031456094235182,0.0024728854186832905
state_Western Australia,0.02206986,0.021683879662305117,0.023025456815958023,0.0013415771536529064
i11_health_Not sure,0.020061746,0.018814371433109045,0.021118919365108013,0.002304547931998968
i11_health_Very unwilling,0.019667918,0.019101240672171116,0.020423672627657652,0.001322431955486536
PHQ4_3_N/A,0.018959656,0.017145528458058834,0.02061362797394395,0.0034680995158851147
state_Tasmania,0.018437192,0.01801006868481636,0.019093073438853025,0.001083004754036665
week_number,0.018338656,0.018109596334397793,0.018629623111337423,0.0005200267769396305
PHQ4_1_Nearly every day,0.017672472,0.01711125671863556,0.018197229132056236,0.0010859724134206772
WCRex2_Don't know,0.017430658,0.016268416307866573,0.018354962579905987,0.0020865462720394135
PHQ4_2_N/A,0.017037783,0.014974075136706233,0.01834655227139592,0.0033724771346896887
PHQ4_4_N/A,0.016749125,0.010067410999909043,0.02241613995283842,0.012348728952929378
PHQ4_4_Nearly every day,0.016493995,0.015901366248726845,0.01719783991575241,0.001296473667025566
r1_2,0.016060378,0.015751756262034178,0.016303675714880228,0.0005519194528460503
PHQ4_4_Not at all,0.016048368,0.015425730729475617,0.016645822674036026,0.0012200919445604086
state_Queensland,0.015957914,0.015499890549108386,0.016565292607992887,0.0010654020588845015
i11_health_Somewhat willing,0.015866986,0.015276315622031689,0.0164378616027534,0.0011615459807217121
PHQ4_4_Prefer not to say,0.015762402,0.014699314720928669,0.01688621426001191,0.0021868995390832424
PHQ4_2_Nearly every day,0.015669638,0.014629589160904288,0.016357626765966415,0.0017280376050621271
PHQ4_2_Prefer not to say,0.01565963,0.014778824988752604,0.016456333454698324,0.0016775084659457207
d1_comorbidities_Prefer_not_to_say,0.015568173,0.01476956414990127,0.01672929711639881,0.0019597329664975405
PHQ4_3_Nearly every day,0.015551418,0.014977584592998028,0.016285330057144165,0.0013077454641461372
state_Northern Territory,0.015511749,0.014749203342944384,0.01677681179717183,0.0020276084542274475
cantril_ladder,0.015380887,0.015155663015320897,0.01564796967431903,0.0004923066589981318
age,0.015260715,0.015106349950656295,0.015511496225371957,0.000405146274715662
d1_comorbidities_Yes,0.015196037,0.014685664093121886,0.015758069697767496,0.0010724056046456099
WCRex2_A lot of confidence,0.015177427,0.014598872745409608,0.015503206523135304,0.0009043337777256966
d1_comorbidities_No,0.015011337,0.01442148326896131,0.015426211757585406,0.001004728488624096
employment_status_Not working,0.0149172265,0.014306553639471531,0.01518084341660142,0.0008742897771298885
gender_Male,0.014912339,0.01457342435605824,0.015108760446310043,0.0005353360902518034
employment_status_Part time employment,0.014887407,0.014515930553898215,0.015336822951212525,0.0008208923973143101
WCRex2_Not very much confidence,0.014841076,0.01439597993157804,0.015247338684275746,0.0008513587526977062
employment_status_Unemployed,0.014759787,0.014232049928978086,0.015152013162150979,0.0009199632331728935
WCRex1_Very badly,0.014695749,0.014123792527243495,0.015618689823895693,0.0014948972966521978
WCRex1_Somewhat badly,0.0146041345,0.014130509225651622,0.01502277422696352,0.0008922650013118982
PHQ4_2_Not at all,0.014598294,0.013986513018608093,0.015367772663012147,0.0013812596444040537
household_size,0.014445024,0.014201148645952344,0.014739664038643241,0.000538515392690897
state_South Australia,0.01444412,0.013997736386954784,0.015001171035692096,0.0010034346487373114
PHQ4_3_Not at all,0.014427554,0.014067829353734851,0.015028833877295256,0.0009610045235604048
employment_status_Retired,0.0141867995,0.013594320975244045,0.01466792169958353,0.0010736007243394852
PHQ4_1_Not at all,0.013785411,0.013423778349533677,0.014310183236375451,0.000886404886841774
PHQ4_1_Prefer not to say,0.0137746185,0.012410987867042422,0.01444240496493876,0.0020314170978963375
PHQ4_3_Prefer not to say,0.0135915335,0.012587522156536579,0.014951779274269938,0.0023642571177333593
WCRex1_Very well,0.013529878,0.013123213080689311,0.01436480158008635,0.0012415884993970394
PHQ4_4_Several days,0.013522407,0.013044253457337618,0.013979201670736074,0.0009349482133984566
PHQ4_1_Several days,0.013489133,0.012910206569358706,0.013818162493407726,0.0009079559240490198
PHQ4_3_Several days,0.0134163415,0.013058625627309084,0.014132333919405937,0.0010737082920968533
PHQ4_1_N/A,0.013377784,0.012277569621801376,0.014146391535177827,0.0018688219133764505
WCRex1_Somewhat well,0.01333185,0.012835762929171324,0.013676636852324009,0.0008408739231526852
WCRex2_No confidence at all,0.013233379,0.012481745798140764,0.01381787983700633,0.0013361340388655663
PHQ4_2_Several days,0.013167559,0.012741697253659368,0.013568379217758775,0.0008266819640994072
