run_id,seed,i2_health,age,household_size,cantril_ladder,r1_1,r1_2,week_number,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,gender_Male,i9_health_Not sure,i9_health_Yes,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,i11_health_Not sure,i11_health_Somewhat unwilling,i11_health_Somewhat willing,i11_health_Very unwilling,i11_health_Very willing,WCRex1_Somewhat badly,WCRex1_Somewhat well,WCRex1_Very badly,WCRex1_Very well,WCRex2_A lot of confidence,WCRex2_Don't know,WCRex2_No confidence at all,WCRex2_Not very much confidence,PHQ4_1_N/A,PHQ4_1_Nearly every day,PHQ4_1_Not at all,PHQ4_1_Prefer not to say,PHQ4_1_Several days,PHQ4_2_N/A,PHQ4_2_Nearly every day,PHQ4_2_Not at all,PHQ4_2_Prefer not to say,PHQ4_2_Several days,PHQ4_3_N/A,PHQ4_3_Nearly every day,PHQ4_3_Not at all,PHQ4_3_Prefer not to say,PHQ4_3_Several days,PHQ4_4_N/A,PHQ4_4_Nearly every day,PHQ4_4_Not at all,PHQ4_4_Prefer not to say,PHQ4_4_Several days,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
11,20240637,0.03716455,0.012211948,0.011520655,0.010882442,0.04524169,0.012884685,0.02530893,0.054136325,0.013026332,0.05385882,0.012774284,0.017491758,0.048262466,0.06108126,0.013069646,0.02360394,0.038149342,0.010768181,0.010758807,0.015269123,0.010116036,0.0114112925,0.014237779,0.021121198,0.012703366,0.057282835,0.008522281,0.009783076,0.010696816,0.0149194375,0.013131895,0.01380032,0.0095086945,0.010233015,0.00645223,0.011925993,0.011376268,0.009632571,0.008894224,0.013461933,0.010712473,0.013752156,0.008605657,0.00969721,0.012671124,0.010301708,0.010327688,0.01583801,0.01131097,0.016303366,0.010530956,0.010635686,0.009615635,0.010008807,0.009769125,0.010789634,0.012453296
12,20240638,0.03907727,0.012200701,0.011370032,0.011732164,0.042199783,0.013375452,0.027041942,0.04996895,0.009228319,0.052971426,0.011371538,0.018540338,0.047906864,0.06400666,0.013191925,0.02462832,0.04408329,0.011253592,0.011070371,0.011984386,0.012115096,0.010780526,0.0076437355,0.019740675,0.014963751,0.0603463,0.009450253,0.01106042,0.010815575,0.014392061,0.0121747255,0.014500133,0.011992652,0.009406321,0.006971645,0.0134460945,0.010398039,0.0097033605,0.00955513,0.019728115,0.011198032,0.011898933,0.009804122,0.009949028,0.0103106145,0.010541262,0.009883101,0.017364435,0.010626705,0.0054788627,0.01026165,0.011462866,0.012131207,0.008982756,0.011399379,0.010636368,0.011682757
13,20240639,0.04074135,0.012437209,0.011782099,0.011466555,0.041270226,0.013376183,0.026484618,0.0494994,0.009090049,0.052530833,0.013152189,0.019661395,0.049289353,0.058737177,0.012206708,0.027664473,0.03847776,0.01097578,0.01130989,0.0115984045,0.011066262,0.010647296,0.009250302,0.016706316,0.012390221,0.06584332,0.01053583,0.009825022,0.011482036,0.014809184,0.01277957,0.011835146,0.010798008,0.009992209,0.008942101,0.013726331,0.01139603,0.010871288,0.008605879,0.012953474,0.009840064,0.009909682,0.011805951,0.009337297,0.012678183,0.010295814,0.009976372,0.012929957,0.010966327,0.01576371,0.0102028735,0.011109666,0.013312401,0.009884264,0.009795988,0.016104098,0.0098798135
14,20240640,0.039158985,0.012451476,0.010607868,0.011589212,0.044711675,0.013441568,0.026647901,0.049439915,0.010206245,0.060678873,0.013225298,0.02086632,0.04609797,0.06866553,0.012253112,0.022261072,0.032619745,0.009155302,0.011126462,0.012681247,0.011230419,0.0102699995,0.008545347,0.019738553,0.016066715,0.065203436,0.01134403,0.009864538,0.010465081,0.014306491,0.013396183,0.013629733,0.010514863,0.010234211,0.0066063297,0.012681636,0.01104824,0.013154179,0.0072496724,0.010093857,0.01327825,0.013072598,0.01105213,0.009072054,0.009359744,0.01049823,0.008516891,0.017071625,0.0107668955,0.0123540005,0.010056749,0.011254365,0.009861411,0.0096780155,0.010215998,0.009434064,0.0109277805
15,20240641,0.0377357,0.01238049,0.01191383,0.011844799,0.041212376,0.013346445,0.027670441,0.043854266,0.011360299,0.057995122,0.0129195405,0.01905309,0.04220525,0.07521082,0.011417679,0.022450538,0.037198484,0.010925236,0.0116647715,0.012497687,0.012675782,0.011258966,0.011431764,0.02081293,0.012840935,0.06606013,0.010999526,0.0127260825,0.011569893,0.013617668,0.0124862725,0.011250869,0.010237218,0.009726539,0.008794103,0.013145932,0.0118096545,0.0062395693,0.009344451,0.0095163975,0.010504366,0.011029757,0.010504009,0.010460633,0.012918307,0.011736886,0.010682844,0.016678197,0.01076096,0.013691621,0.009636247,0.012633188,0.009962911,0.009820169,0.010255562,0.008055602,0.009267166
16,20240642,0.039615802,0.012166057,0.011891618,0.011238761,0.040561464,0.01320384,0.02606547,0.045767795,0.011469544,0.052272867,0.016423171,0.018102285,0.045617346,0.06350843,0.012450199,0.02752408,0.030920275,0.011295187,0.011265864,0.012297337,0.012404112,0.010741444,0.008511362,0.020044431,0.013420347,0.06605214,0.0108726425,0.010627748,0.011653652,0.014440096,0.015413088,0.012337216,0.0126820505,0.009457433,0.009665118,0.0122044785,0.010801511,0.016784465,0.008870371,0.009171574,0.010827307,0.012026097,0.014044725,0.009548656,0.010786428,0.0111237895,0.009283642,0.015221963,0.010707036,0.0102127455,0.011154044,0.014599464,0.012233368,0.009200331,0.009499162,0.007431618,0.012286923
17,20240643,0.039780144,0.012294395,0.011765098,0.0116965,0.041541584,0.012027435,0.026224047,0.048959747,0.009774092,0.049401432,0.018079426,0.01890713,0.050341718,0.0570514,0.011645056,0.020412944,0.03823152,0.010949881,0.0116462,0.012124764,0.011374671,0.010616823,0.013610262,0.018040743,0.013637736,0.072053626,0.010463201,0.010980974,0.010735061,0.013929756,0.014390139,0.012212732,0.00943102,0.009622972,0.0070992634,0.012001525,0.010837538,0.011549406,0.007785177,0.011266045,0.010000902,0.012242177,0.0150824515,0.00955617,0.009227531,0.012245715,0.0102083385,0.016297838,0.009760236,0.014971634,0.010847824,0.011750228,0.0129674645,0.008613127,0.009704813,0.010093862,0.011936452
18,20240644,0.03927656,0.011751359,0.011377906,0.011935958,0.044856545,0.012811835,0.027615182,0.035826195,0.009697691,0.055226758,0.015046535,0.01724957,0.039584186,0.07180651,0.012171858,0.026834775,0.042020977,0.011884407,0.011837424,0.013796051,0.012093938,0.009183199,0.011150695,0.018270751,0.013410635,0.06256658,0.009835102,0.010627389,0.012108901,0.013613857,0.012810361,0.012727164,0.011380785,0.009912545,0.007455275,0.012195154,0.010834819,0.010649173,0.008301461,0.011750109,0.011767865,0.011108726,0.0128194615,0.009403829,0.013917312,0.010749812,0.011278036,0.014453798,0.010946012,0.010840131,0.010488437,0.011906949,0.013309559,0.00952254,0.009522134,0.012420502,0.012058738
19,20240645,0.039618503,0.012372383,0.012032376,0.011785537,0.04713294,0.013157611,0.025761511,0.049018644,0.010482847,0.05366906,0.01574957,0.017555822,0.045314983,0.065766245,0.011392397,0.023072422,0.037865903,0.010723174,0.011384914,0.012923106,0.011789608,0.010351443,0.009416845,0.01816091,0.014610841,0.07006264,0.009534222,0.010388142,0.012504568,0.013456811,0.014246041,0.015050914,0.008536325,0.009191953,0.0066320766,0.011746728,0.01116447,0.009779325,0.0090312,0.01212196,0.009838723,0.01227612,0.012065415,0.009980931,0.010115971,0.010977415,0.011035727,0.01540774,0.009147975,0.008357994,0.009002355,0.0113122575,0.0128762275,0.009196608,0.009604283,0.01332424,0.010923012
20,20240646,0.03950211,0.01221507,0.011200185,0.011971533,0.04715675,0.01286603,0.025873205,0.05143226,0.009699751,0.055864695,0.015273387,0.016861705,0.044784576,0.062147494,0.013336336,0.028461793,0.03931778,0.012468306,0.011207607,0.011492384,0.011691151,0.00985102,0.0073205163,0.017599326,0.013594674,0.05744762,0.011799645,0.010232127,0.01149834,0.01336929,0.011798977,0.012157746,0.009598438,0.010509189,0.0067301122,0.013091136,0.011148337,0.009136603,0.0085903015,0.010344362,0.010787737,0.011306567,0.008737107,0.010979811,0.012713649,0.011769904,0.010393535,0.01884632,0.010026059,0.01366933,0.010708808,0.01237426,0.013910237,0.009060656,0.011007505,0.011678603,0.011388015
21,20240647,0.040869478,0.011606432,0.0116387345,0.011122853,0.040644005,0.013480507,0.02576166,0.055594794,0.010144486,0.048460778,0.014364885,0.019638794,0.048009742,0.0619492,0.011936898,0.025296276,0.0436191,0.010189591,0.01177987,0.012993802,0.013196053,0.009688859,0.011382042,0.016435502,0.013941105,0.06032083,0.010279442,0.010594003,0.010178073,0.01463282,0.013584456,0.011747334,0.009302829,0.010453916,0.006526137,0.013598039,0.010455702,0.011109007,0.0102612125,0.010372357,0.011121059,0.011520265,0.0108519755,0.00948547,0.013113079,0.010646536,0.01003244,0.012409506,0.011152746,0.009831957,0.012268683,0.01133721,0.017279962,0.008270765,0.010329209,0.011120974,0.01206649
22,20240648,0.038022105,0.011911795,0.0107754655,0.011600572,0.0429887,0.01361565,0.026422365,0.045033053,0.012276522,0.04702397,0.0138321575,0.019574862,0.043459024,0.06062484,0.011436115,0.028615957,0.041407757,0.009210577,0.011079368,0.013818659,0.011367223,0.00964378,0.010884653,0.021630218,0.013109623,0.06868585,0.012014871,0.009926239,0.010003629,0.014667565,0.01285302,0.011751891,0.010110548,0.009472595,0.0073316833,0.014643684,0.010208252,0.008611366,0.0086625945,0.013189135,0.010353457,0.012580161,0.016863633,0.010626607,0.013771018,0.010332981,0.009076522,0.013965322,0.010606356,0.011508365,0.01000542,0.011429397,0.013415495,0.010750503,0.011499491,0.009937893,0.011779389
23,20240649,0.039669883,0.012387246,0.011838714,0.011699037,0.042113803,0.0131618455,0.026628425,0.04427133,0.011123021,0.059098724,0.011724005,0.022324128,0.04329725,0.06293152,0.013258554,0.023911025,0.034324642,0.009402071,0.011905658,0.011241341,0.01186503,0.010176197,0.010305857,0.020336414,0.013536069,0.074181326,0.010398997,0.009973922,0.0107782455,0.0153854145,0.013265023,0.013101984,0.009948347,0.010026385,0.0076023466,0.012132058,0.0100305425,0.009017967,0.009597803,0.0115837725,0.010491771,0.011777651,0.009429252,0.01018631,0.009666575,0.010594745,0.009502956,0.013738342,0.010303829,0.015005755,0.013219212,0.011417658,0.01282131,0.008847938,0.011277011,0.011849857,0.010313836
24,20240650,0.0387348,0.012140656,0.0114944475,0.012109889,0.042714097,0.013547884,0.027241282,0.048982907,0.010268663,0.059226383,0.014452998,0.019161392,0.041360706,0.061443094,0.011137718,0.020235403,0.0383274,0.011522748,0.01123147,0.01161536,0.012552273,0.008320733,0.009593645,0.018196119,0.015260345,0.06811337,0.00970665,0.010308976,0.009441976,0.013856802,0.012822519,0.015219075,0.010991789,0.009248765,0.008840794,0.0127328355,0.012693136,0.011460999,0.009636607,0.014451179,0.009809681,0.011339048,0.012180637,0.010452628,0.008772021,0.010385061,0.009296507,0.0153091755,0.009904224,0.009005557,0.011252477,0.013481276,0.01284983,0.01003829,0.010384106,0.012801462,0.012340171
25,20240651,0.037011355,0.012463607,0.011718213,0.011598737,0.045064908,0.013859712,0.025903665,0.049194224,0.010120519,0.058979087,0.01451048,0.02168183,0.044305574,0.06520436,0.011849632,0.025082203,0.034196354,0.011762039,0.011334778,0.0139671955,0.012193392,0.008459332,0.010243251,0.01880984,0.014141524,0.05944118,0.011166324,0.0112023065,0.011002704,0.015442894,0.014294962,0.012258091,0.011693976,0.0092864465,0.006277051,0.012425698,0.010792195,0.017794129,0.010164781,0.012191624,0.011886923,0.011730592,0.003317206,0.00998722,0.012505285,0.011826694,0.010022502,0.012065623,0.010249458,0.011841169,0.008848877,0.011600958,0.013628744,0.009417867,0.010329898,0.01084192,0.010808901
26,20240652,0.036916114,0.011371126,0.011636598,0.011588577,0.045475993,0.013581439,0.02703198,0.045877375,0.008748887,0.06169242,0.01374939,0.018306645,0.043436304,0.06655451,0.012195127,0.023353372,0.035272434,0.009944693,0.012485397,0.011114552,0.011948744,0.010826881,0.009654193,0.01940175,0.012407949,0.06830248,0.009819102,0.00997572,0.010356344,0.015603485,0.012622647,0.0119374655,0.011754359,0.009491428,0.008608307,0.011033652,0.010736368,0.012345268,0.0077053355,0.014949872,0.011238432,0.013185319,0.008527162,0.0082235625,0.012364198,0.010681994,0.010614247,0.015207322,0.010655192,0.013607724,0.009788191,0.013246863,0.010444437,0.009420718,0.010651002,0.011289555,0.011039783
27,20240653,0.03775952,0.012089521,0.011191336,0.011289782,0.0410986,0.014078062,0.026519313,0.053854547,0.010820623,0.047222696,0.01512657,0.019690214,0.050995752,0.06015268,0.011027402,0.024852343,0.03888236,0.011105161,0.011938873,0.012035505,0.012022226,0.009731916,0.010371117,0.021717956,0.014721384,0.06409629,0.009816905,0.010190741,0.010538329,0.012549486,0.012179691,0.012270829,0.011181628,0.010201476,0.009311852,0.011807562,0.01059679,0.010650314,0.008564218,0.0102793295,0.010429304,0.010054435,0.016373998,0.008844017,0.010525024,0.011194512,0.010802237,0.018194906,0.009856794,0.007858746,0.010393472,0.01030149,0.016876582,0.010831785,0.0096986955,0.012854494,0.010378505
28,20240654,0.038468115,0.012360702,0.011674903,0.01121713,0.04420669,0.013120773,0.026460133,0.05333311,0.009999521,0.054597124,0.014216243,0.020052534,0.05073001,0.06156092,0.011833804,0.026196416,0.035227288,0.011568451,0.011991045,0.011219018,0.011571787,0.00847447,0.010030408,0.018814487,0.013141766,0.06350345,0.009270632,0.010239097,0.011175392,0.013734546,0.015335081,0.012610629,0.010645966,0.009226343,0.0070572635,0.01152924,0.011187607,0.0054953345,0.009758314,0.012610854,0.012145765,0.010662523,0.00904956,0.009597063,0.014316346,0.010130623,0.0099649625,0.015086947,0.010569656,0.008674009,0.010748031,0.013342974,0.015693134,0.010109112,0.009423394,0.014116606,0.010922647
29,20240655,0.036297604,0.012070648,0.011563346,0.0114622805,0.047189068,0.013546947,0.026836282,0.04603728,0.010259879,0.054902244,0.014209297,0.017401792,0.04864694,0.066805944,0.012140989,0.026055366,0.034312174,0.011183688,0.011014511,0.0137099605,0.011466244,0.011140477,0.009451167,0.019048024,0.01395108,0.06390422,0.009788895,0.010492163,0.01071529,0.014082202,0.012300289,0.012478047,0.011129787,0.00907134,0.0066419155,0.012066163,0.011629003,0.011400986,0.0080529945,0.0136823375,0.01075712,0.010886361,0.011232309,0.00898913,0.01296359,0.010237332,0.010726656,0.016897311,0.010459466,0.01246603,0.010301286,0.012001858,0.013241145,0.010030815,0.010686536,0.009316377,0.010667875
30,20240656,0.039056655,0.012292729,0.0117747225,0.011105906,0.040948004,0.0129854325,0.02631365,0.0499688,0.009036829,0.054606907,0.014672634,0.01720879,0.04808688,0.058567137,0.012032078,0.029909616,0.036231384,0.011312812,0.011329942,0.013143992,0.011642518,0.00887673,0.009308879,0.018879088,0.013758675,0.0716,0.009880391,0.011160372,0.011314618,0.014158379,0.013858257,0.012935566,0.010969158,0.00916085,0.009173585,0.013450662,0.00934133,0.015136231,0.00985082,0.012522632,0.010889143,0.011882357,0.011126867,0.0095065,0.008085865,0.011282054,0.0106443325,0.009137667,0.010653241,0.0069464557,0.011167655,0.014405889,0.013050898,0.008736349,0.011249838,0.01217745,0.011493758
31,20240657,0.04131379,0.011779559,0.011126726,0.011755054,0.042428825,0.013432946,0.025931876,0.04866479,0.011302981,0.05950615,0.014697298,0.018469261,0.04144209,0.06373267,0.0112102525,0.02100079,0.03920645,0.011054248,0.012001026,0.01374321,0.0122268945,0.009617875,0.010175138,0.016940027,0.012828399,0.07079214,0.010333028,0.0108487485,0.010234216,0.012591736,0.013192528,0.014006901,0.010671842,0.009413813,0.008890877,0.013210252,0.010803288,0.008773541,0.009102073,0.014366946,0.010791236,0.0100580435,0.008220341,0.010561327,0.010027451,0.011176076,0.01087052,0.012372377,0.01013054,0.015997393,0.012033989,0.010907548,0.012856921,0.009737486,0.010278052,0.0104081705,0.010752238
32,20240658,0.04255886,0.012561901,0.011902756,0.011896335,0.043072913,0.013659303,0.02606012,0.050586402,0.011814323,0.048663136,0.015148764,0.015921162,0.046567112,0.06419875,0.012745662,0.026634583,0.0373158,0.012065617,0.01137862,0.01173399,0.011740144,0.010294584,0.0065927887,0.022718966,0.012020759,0.061123557,0.011168407,0.010744719,0.011026975,0.014134709,0.01601087,0.012890365,0.009736181,0.010134914,0.009005284,0.012012633,0.011132862,0.011266418,0.009465087,0.011750746,0.01172371,0.011049585,0.010803689,0.009847284,0.0105357105,0.011665092,0.010034,0.014975341,0.010588792,0.014727352,0.010899929,0.010176828,0.01070026,0.008739069,0.009854623,0.012011575,0.010210168
33,20240659,0.040982213,0.0121331215,0.010895862,0.012088401,0.044263035,0.013999555,0.026807014,0.05241931,0.009539004,0.049911126,0.015668627,0.018146109,0.047506884,0.059703548,0.012224859,0.022288961,0.039029412,0.00941015,0.011818385,0.011389677,0.010748866,0.010497236,0.011021986,0.01925559,0.013228991,0.06488806,0.009012438,0.011199801,0.010113616,0.014365677,0.0135258855,0.014252531,0.011184683,0.008831238,0.008226608,0.012253144,0.013844921,0.010129805,0.008621092,0.012441118,0.011398366,0.01145411,0.012216654,0.009306975,0.008363244,0.011481837,0.010154224,0.01778928,0.009943225,0.01135081,0.010485817,0.0107711,0.014664752,0.008454406,0.009044479,0.01418844,0.011063666
34,20240660,0.039822925,0.011808613,0.011399268,0.011192332,0.047663637,0.013319326,0.026291199,0.05145322,0.008902882,0.05017111,0.015952468,0.018038029,0.04474557,0.06367548,0.011465085,0.023900185,0.03443958,0.011459163,0.012055329,0.014174699,0.010534464,0.013234996,0.0092417365,0.017626783,0.016619068,0.06519395,0.009730786,0.0110811,0.011408055,0.012812669,0.014583366,0.014562715,0.010448326,0.00944117,0.0064665847,0.012001312,0.011045734,0.008435183,0.008461893,0.011486642,0.010413684,0.012068476,0.015481027,0.009257453,0.00926668,0.0116767185,0.009829586,0.01575608,0.0097882645,0.013495009,0.010806361,0.011181983,0.01407405,0.00940144,0.010098235,0.009920191,0.011138125
35,20240661,0.03926956,0.012275579,0.011216017,0.011875657,0.045230698,0.013807552,0.027728438,0.049816158,0.008708279,0.055789992,0.012184381,0.017643096,0.050369706,0.0602509,0.0113961175,0.025909051,0.034116436,0.011621316,0.011697591,0.012709253,0.013196239,0.012818509,0.008671091,0.020876711,0.013863778,0.061929647,0.010270754,0.011582731,0.011067423,0.015011136,0.013822274,0.012002942,0.010841431,0.009590779,0.010081678,0.012942554,0.011659812,0.00965646,0.008651686,0.012056315,0.010335366,0.011049195,0.011441389,0.010652409,0.0109578995,0.011496185,0.009706288,0.0113170715,0.011037132,0.009712815,0.012043279,0.011618743,0.010732503,0.010009276,0.009650687,0.010406922,0.013622958
36,20240662,0.03966199,0.012157935,0.010456855,0.011513497,0.041360043,0.013963653,0.026277954,0.0381682,0.009928485,0.055845518,0.014334613,0.02285893,0.039739408,0.06794793,0.011815659,0.024244417,0.03725658,0.009618622,0.012390789,0.012455604,0.011872518,0.014260253,0.008625404,0.01723568,0.013752963,0.07319953,0.0102718435,0.010270572,0.011163743,0.012180924,0.012306723,0.0140830865,0.010487916,0.008923759,0.008327886,0.012409859,0.010467967,0.013632722,0.00864761,0.011460872,0.009528612,0.010038158,0.013757033,0.010550077,0.012425314,0.01298666,0.010161889,0.014265256,0.009750475,0.011551476,0.009929501,0.012198892,0.015030074,0.010984741,0.009591763,0.011621743,0.0100498535
